iter	Passed	Remaining
132	5694	37118
133	5734	37059
134	5867	37595
135	5911	37553
136	5950	37485
137	5987	37400
138	6025	37320
139	6065	37262
140	6136	37387
141	6175	37312
142	6212	37230
143	6252	37169
144	6293	37111
145	6356	37181
146	6396	37115
147	6436	37051
148	6476	36989
149	6514	36913
150	6555	36856
151	6595	36796
152	6636	36739
153	6674	36667
154	6711	36588
155	6751	36528
156	6789	36453
157	6830	36402
158	6869	36337
159	6910	36277
160	6954	36241
161	6997	36194
162	7039	36145
163	7082	36102
164	7167	36269
165	7207	36212
166	7245	36140
167	7291	36108
168	7339	36088
169	7380	36034
170	7424	35992
171	7463	35927
172	7503	35867
173	7541	35802
174	7583	35750
175	7635	35749
176	7689	35755
177	7732	35710
178	7773	35652
179	7813	35592
180	7852	35531
181	7896	35491
182	7936	35431
183	7979	35387
184	8022	35342
185	8069	35316
186	8113	35274
187	8157	35232
188	8202	35196
189	8246	35155
190	8290	35114
191	8333	35068
192	8372	35009
193	8410	34943
194	8446	34868
195	8489	34822
196	8533	34785
197	8579	34752
198	8621	34702
199	8676	34705
200	8723	34675
201	8782	34696
202	8826	34655
203	8874	34627
204	8919	34589
205	8966	34561
206	9007	34508
207	9055	34479
208	9099	34439
209	9150	34424
210	9328	34882
211	9376	34852
212	9418	34800
213	9455	34730
214	9496	34672
215	9537	34616
216	9577	34559
217	9614	34489
218	9654	34429
219	9693	34367
220	9738	34328
221	9780	34275
222	9824	34231
223	9863	34169
224	9904	34114
225	9938	34038
226	9974	33965
227	10013	33904
228	10056	33858
229	10091	33784
230	10132	33731
231	10176	33686
232	10223	33654
233	10276	33640
234	10320	33597
235	10356	33528
236	10399	33478
237	10438	33419
238	10474	33351
239	10510	33284
240	10547	33217
241	10583	33150
242	10629	33113
243	10671	33063
244	10709	33002
245	10744	32932
246	10785	32881
247	10823	32819
248	10865	32771
249	10907	32723
250	10946	32664
251	10984	32605
252	11023	32547
253	11063	32493
254	11107	32450
255	11146	32393
256	11187	32343
257	11225	32284
258	11266	32232
259	11304	32175
260	11409	32304
261	11452	32258
262	11494	32211
263	11533	32154
264	11572	32097
265	11611	32040
266	11652	31989
267	11699	31955
268	11740	31905
269	11784	31862
270	11832	31829
271	11884	31809
272	11929	31767
273	11975	31731
274	12015	31678
275	12055	31624
276	12102	31588
277	12148	31551
278	12191	31504
279	12233	31456
280	12274	31406
281	12325	31381
282	12373	31350
283	12469	31437
284	12524	31420
285	12573	31388
286	12621	31356
287	12663	31307
288	12712	31276
289	12761	31242
290	12814	31220
291	12862	31187
292	12913	31159
293	12967	31139
294	13020	31116
295	13061	31064
296	13103	31015
297	13148	30973
298	13193	30932
299	13239	30891
300	13284	30850
301	13331	30812
302	13377	30772
303	13427	30742
304	13541	30856
305	13585	30811
306	13634	30778
307	13683	30742
308	13732	30708
309	13774	30660
310	13821	30619
311	13866	30577
312	13911	30533
313	13964	30507
314	14023	30495
315	14091	30501
316	14155	30498
317	14203	30462
318	14248	30416
319	14289	30365
320	14335	30322
321	14382	30283
322	14427	30240
323	14474	30200
324	14606	30336
325	14656	30302
326	14704	30262
327	14757	30235
328	14808	30202
329	14865	30180
330	14916	30147
331	14965	30110
332	15016	30077
333	15073	30057
334	15130	30034
335	15181	30002
336	15248	29998
337	15309	29985
338	15357	29944
339	15405	29905
340	15467	29890
341	15522	29864
342	15568	29820
343	15624	29794
344	15673	29756
345	15720	29713
346	15767	29671
347	15811	29623
348	15857	29580
349	15901	29531
350	15943	29479
351	15986	29430
352	16031	29382
353	16078	29340
354	16122	29293
355	16168	29247
356	16213	29202
357	16259	29158
358	16304	29111
359	16346	29061
360	16390	29013
361	16434	28965
362	16476	28913
363	16521	28867
364	16565	28819
365	16608	28769
366	16651	28721
367	16696	28674
368	16741	28628
369	16784	28579
370	16832	28537
371	16875	28488
372	16921	28443
373	16965	28397
374	17010	28351
375	17054	28303
376	17097	28254
377	17143	28210
378	17192	28170
379	17238	28126
380	17282	28078
381	17327	28031
382	17372	27986
383	17464	28015
384	17508	27967
385	17550	27917
386	17689	28020
387	17740	27981
388	17785	27936
389	17850	27920
390	17914	27903
391	17959	27856
392	18004	27808
393	18050	27762
394	18096	27718
395	18151	27684
396	18198	27642
397	18244	27595
398	18290	27549
399	18341	27512
400	18394	27476
401	18446	27440
402	18495	27398
403	18560	27381
404	18611	27343
405	18664	27307
406	18716	27270
407	18765	27228
408	18828	27207
409	18878	27167
410	18929	27126
411	18993	27106
412	19046	27071
413	19098	27033
414	19148	26992
415	19192	26942
416	19238	26896
417	19286	26854
418	19339	26816
419	19392	26780
420	19442	26739
421	19512	26726
422	19567	26691
423	19615	26647
424	19666	26607
425	19718	26569
426	19768	26527
427	19818	26485
428	19864	26439
429	19909	26392
430	19959	26350
431	20006	26304
432	20053	26259
433	20104	26219
434	20156	26179
435	20215	26150
436	20268	26112
437	20325	26080
438	20378	26041
439	20426	25997
440	20474	25953
441	20521	25907
442	20566	25858
443	20611	25811
444	20659	25766
445	20706	25720
446	20752	25673
447	20797	25626
448	20843	25578
449	20891	25533
450	20935	25484
451	20981	25437
452	21025	25388
453	21071	25341
454	21118	25295
455	21164	25249
456	21209	25200
457	21254	25152
458	21299	25105
459	21350	25063
460	21397	25018
461	21447	24975
462	21493	24928
463	21542	24885
464	21601	24853
465	21647	24806
466	21805	24886
467	21859	24848
468	21905	24801
469	21950	24752
470	21995	24703
471	22042	24657
472	22088	24610
473	22135	24564
474	22182	24517
475	22228	24469
476	22277	24426
477	22327	24383
478	22373	24335
479	22419	24287
480	22463	24238
481	22507	24188
482	22553	24140
483	22599	24093
484	22644	24045
485	22688	23995
486	22733	23946
487	22776	23896
488	22821	23848
489	22874	23807
490	22921	23761
491	22967	23713
492	23011	23664
493	23057	23617
494	23102	23568
495	23150	23523
496	23193	23473
497	23238	23425
498	23282	23376
499	23329	23329
500	23376	23283
501	23422	23236
502	23464	23184
503	23506	23133
504	23549	23083
505	23595	23036
506	23640	22987
507	23684	22938
508	23730	22891
509	23776	22843
510	23824	22798
511	23869	22750
512	23914	22702
513	23961	22655
514	24005	22607
515	24052	22561
516	24097	22513
517	24144	22466
518	24190	22419
519	24233	22369
520	24284	22327
521	24331	22280
522	24377	22233
523	24424	22186
524	24469	22138
525	24520	22096
526	24566	22049
527	24612	22001
528	24661	21957
529	24706	21909
530	24753	21863
531	24800	21817
532	24846	21770
533	24895	21725
534	24945	21681
535	25015	21655
536	25070	21615
537	25114	21566
538	25161	21520
539	25205	21471
540	25251	21424
541	25295	21374
542	25343	21329
543	25394	21286
544	25438	21238
545	25483	21189
546	25528	21141
547	25582	21100
548	25635	21059
549	25685	21015
550	25734	20970
551	25784	20926
552	25836	20884
553	26022	20949
554	26075	20907
555	26121	20859
556	26166	20811
557	26212	20763
558	26259	20716
559	26308	20670
560	26353	20622
561	26400	20575
562	26449	20530
563	26503	20488
564	26551	20442
565	26597	20394
566	26647	20349
567	26696	20304
568	26744	20258
569	26796	20215
570	26850	20172
571	26899	20127
572	26946	20080
573	26992	20032
574	27220	20119
575	27274	20076
576	27323	20030
577	27374	19986
578	27421	19938
579	27472	19893
580	27520	19847
581	27575	19805
582	27636	19767
583	27690	19725
584	27749	19685
585	27797	19638
586	27843	19590
587	27891	19543
588	27944	19499
589	27991	19451
590	28036	19402
591	28082	19354
592	28130	19307
593	28176	19258
594	28224	19211
595	28269	19162
596	28314	19113
597	28363	19066
598	28411	19019
599	28458	18972
600	28505	18924
601	28556	18879
602	28606	18833
603	28653	18785
604	28698	18736
605	28745	18689
606	28792	18641
607	28839	18594
608	28886	18546
609	28930	18496
610	28977	18449
611	29024	18400
612	29070	18352
613	29119	18306
614	29166	18258
615	29330	18283
616	29386	18241
617	29450	18204
618	29508	18162
619	29565	18120
620	29612	18072
621	29658	18023
622	29706	17976
623	29751	17927
624	29802	17881
625	29877	17850
626	29924	17801
627	29969	17752
628	30015	17703
629	30062	17655
630	30109	17607
631	30154	17558
632	30198	17508
633	30245	17460
634	30290	17411
635	30336	17362
636	30382	17313
637	30430	17266
638	30476	17217
639	30524	17169
640	30571	17122
641	30616	17073
642	30663	17024
643	30711	16977
644	30757	16928
645	30803	16879
646	30848	16830
647	30895	16782
648	30941	16733
649	30987	16685
650	31033	16636
651	31078	16588
652	31122	16538
653	31170	16490
654	31216	16442
655	31259	16392
656	31305	16343
657	31353	16295
658	31403	16249
659	31448	16200
660	31497	16153
661	31544	16106
662	31591	16058
663	31638	16009
664	31684	15961
665	31728	15912
666	31776	15864
667	31823	15816
668	31871	15769
669	31918	15720
670	31964	15672
671	32012	15625
672	32061	15578
673	32114	15532
674	32163	15485
675	32212	15439
676	32261	15391
677	32308	15344
678	32360	15298
679	32571	15327
680	32626	15283
681	32673	15235
682	32721	15186
683	32764	15136
684	32811	15088
685	32857	15039
686	32902	14990
687	32949	14942
688	33002	14896
689	33051	14849
690	33099	14801
691	33146	14753
692	33193	14704
693	33240	14656
694	33287	14608
695	33331	14558
696	33376	14509
697	33423	14460
698	33471	14413
699	33518	14365
700	33727	14386
701	33781	14340
702	33827	14291
703	33874	14242
704	33920	14193
705	33968	14145
706	34016	14097
707	34060	14047
708	34107	13998
709	34213	13974
710	34273	13931
711	34322	13883
712	34370	13834
713	34417	13786
714	34465	13738
715	34513	13689
716	34557	13639
717	34603	13590
718	34652	13542
719	34699	13494
720	34747	13446
721	35023	13485
722	35069	13436
723	35116	13387
724	35164	13338
725	35213	13289
726	35261	13241
727	35306	13191
728	35353	13142
729	35399	13093
730	35450	13045
731	35501	12997
732	35551	12949
733	35597	12900
734	35646	12852
735	35693	12803
736	35741	12754
737	35787	12705
738	35834	12656
739	35880	12606
740	35926	12557
741	35974	12508
742	36018	12458
743	36066	12409
744	36114	12361
745	36168	12314
746	36218	12266
747	36263	12217
748	36313	12169
749	36360	12120
750	36410	12072
751	36464	12025
752	36516	11978
753	36562	11928
754	36612	11881
755	36660	11832
756	36710	11784
757	36758	11735
758	36806	11686
759	36850	11637
760	36896	11587
761	36944	11539
762	36995	11491
763	37047	11443
764	37101	11397
765	37153	11349
766	37203	11301
767	37253	11253
768	37301	11205
769	37351	11157
770	37406	11110
771	37472	11066
772	37543	11024
773	37605	10980
774	37657	10932
775	37706	10884
776	37758	10836
777	37805	10787
778	37851	10738
779	37901	10690
780	37947	10640
781	37996	10592
782	38043	10543
783	38090	10494
784	38140	10446
785	38205	10402
786	38279	10360
787	38332	10312
788	38379	10263
789	38427	10214
790	38476	10166
791	38523	10117
792	38572	10068
793	38617	10019
794	38663	9969
795	38710	9920
796	38758	9872
797	38809	9823
798	38858	9775
799	38926	9731
800	38990	9686
801	39274	9696
802	39323	9647
803	39370	9597
804	39413	9547
805	39467	9499
806	39526	9453
807	39580	9405
808	39624	9355
809	39667	9304
810	39714	9255
811	39764	9206
812	39811	9157
813	39859	9107
814	39903	9057
815	39948	9007
816	39995	8958
817	40040	8908
818	40083	8858
819	40128	8808
820	40171	8758
821	40218	8709
822	40264	8659
823	40504	8651
824	40553	8602
825	40602	8553
826	40654	8504
827	40706	8456
828	40780	8411
829	40829	8362
830	40876	8313
831	40925	8263
832	40980	8215
833	41043	8169
834	41108	8123
835	41160	8074
836	41206	8024
837	41252	7974
838	41298	7924
839	41342	7874
840	41391	7825
841	41436	7775
842	41484	7726
843	41545	7678
844	41591	7629
845	41634	7578
846	41677	7528
847	41721	7478
848	41769	7428
849	41814	7378
850	41859	7329
851	41905	7279
852	41951	7229
853	41997	7179
854	42040	7129
855	42086	7079
856	42132	7030
857	42178	6980
858	42224	6930
859	42269	6881
860	42312	6830
861	42359	6781
862	42404	6731
863	42452	6682
864	42499	6632
865	42545	6583
866	42591	6533
867	42635	6483
868	42681	6434
869	42725	6384
870	42767	6334
871	42811	6284
872	42858	6234
873	42905	6185
874	42950	6135
875	42994	6086
876	43039	6036
877	43086	5986
878	43132	5937
879	43176	5887
880	43221	5838
881	43267	5788
882	43312	5738
883	43359	5689
884	43403	5639
885	43446	5590
886	43489	5540
887	43653	5505
888	43781	5466
889	43833	5417
890	43880	5368
891	43925	5318
892	43968	5268
893	44016	5218
894	44064	5169
895	44110	5120
896	44166	5071
897	44231	5024
898	44283	4975
899	44331	4925
900	44378	4876
901	44424	4826
902	44470	4777
903	44518	4727
904	44565	4678
905	44609	4628
906	44655	4578
907	44702	4529
908	44749	4479
909	44808	4431
910	44854	4382
911	44899	4332
912	44944	4282
913	44994	4233
914	45040	4184
915	45083	4134
916	45130	4084
917	45176	4035
918	45224	3986
919	45270	3936
920	45315	3887
921	45361	3837
922	45406	3787
923	45452	3738
924	45499	3689
925	45544	3639
926	45590	3590
927	45637	3540
928	45685	3491
929	45730	3442
930	45991	3408
931	46044	3359
932	46092	3309
933	46140	3260
934	46186	3210
935	46235	3161
936	46281	3111
937	46327	3062
938	46374	3012
939	46421	2963
940	46475	2913
941	46527	2864
942	46571	2815
943	46617	2765
944	46664	2715
945	46713	2666
946	46759	2616
947	46804	2567
948	46849	2517
949	46894	2468
950	46942	2418
951	46989	2369
952	47038	2319
953	47097	2270
954	47174	2222
955	47219	2173
956	47265	2123
957	47313	2074
958	47360	2024
959	47407	1975
960	47454	1925
961	47500	1876
962	47546	1826
963	47592	1777
964	47640	1727
965	47686	1678
966	47731	1628
967	47777	1579
968	47823	1529
969	47870	1480
970	47916	1431
971	47962	1381
972	48008	1332
973	48062	1282
974	48107	1233
975	48152	1184
976	48195	1134
977	48241	1085
978	48288	1035
979	48333	986
980	48378	936
981	48423	887
982	48468	838
983	48516	788
984	48560	739
985	48605	690
986	48651	640
987	48695	591
988	48743	542
989	48787	492
990	48832	443
991	48878	394
992	48923	344
993	48969	295
994	49127	246
995	49283	197
996	49340	148
997	49387	98
998	49433	49
999	49478	0
