iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
105	245	289	245	340	245	289	340
106	244	288	244	340	244	288	340
107	243	287	243	340	243	287	340
108	243	287	243	340	243	287	340
109	244	288	244	340	244	288	340
110	245	289	245	340	245	289	340
111	244	288	244	340	244	288	340
112	244	288	244	340	244	288	340
113	244	288	244	340	244	288	340
114	244	288	244	340	244	288	340
115	244	288	244	340	244	288	340
116	244	288	244	340	244	288	340
117	243	286	243	340	243	286	340
118	243	286	243	340	243	286	340
119	243	285	243	340	243	285	340
120	244	287	244	340	244	287	340
121	244	288	244	340	244	288	340
122	244	288	244	340	244	288	340
123	244	287	244	340	244	287	340
124	244	288	244	340	244	288	340
125	244	287	244	340	244	287	340
126	243	285	243	340	243	285	340
127	243	286	243	340	243	286	340
128	244	288	244	340	244	288	340
129	243	286	243	340	243	286	340
130	243	285	243	340	243	285	340
131	243	285	243	340	243	285	340
132	243	286	243	340	243	286	340
133	243	285	243	340	243	285	340
134	243	286	243	340	243	286	340
135	243	285	243	340	243	285	340
136	243	284	243	340	243	284	340
137	243	284	243	340	243	284	340
138	243	284	243	340	243	284	340
139	243	285	243	340	243	285	340
140	243	285	243	340	243	285	340
141	243	285	243	340	243	285	340
142	243	285	243	340	243	285	340
143	243	285	243	340	243	285	340
144	243	285	243	340	243	285	340
145	243	285	243	340	243	285	340
146	243	285	243	340	243	285	340
147	243	285	243	340	243	285	340
148	243	284	243	340	243	284	340
149	243	284	243	340	243	284	340
150	243	284	243	340	243	284	340
151	243	284	243	340	243	284	340
152	243	284	243	340	243	284	340
153	241	282	241	340	241	282	340
154	241	282	241	340	241	282	340
155	241	282	241	340	241	282	340
156	241	282	241	340	241	282	340
157	241	282	241	340	241	282	340
158	241	282	241	340	241	282	340
159	241	282	241	340	241	282	340
160	241	282	241	340	241	282	340
161	241	282	241	340	241	282	340
162	241	281	241	340	241	281	340
163	241	281	241	340	241	281	340
164	241	281	241	340	241	281	340
165	241	281	241	340	241	281	340
166	241	281	241	340	241	281	340
167	241	281	241	340	241	281	340
168	241	281	241	340	241	281	340
169	241	281	241	340	241	281	340
170	241	281	241	340	241	281	340
171	241	281	241	340	241	281	340
172	241	281	241	340	241	281	340
173	241	281	241	340	241	281	340
174	241	281	241	340	241	281	340
175	241	281	241	340	241	281	340
176	241	281	241	340	241	281	340
177	241	281	241	340	241	281	340
178	241	281	241	340	241	281	340
179	241	282	241	340	241	282	340
180	241	282	241	340	241	282	340
181	241	282	241	340	241	282	340
182	241	282	241	340	241	282	340
183	241	282	241	340	241	282	340
184	241	282	241	340	241	282	340
185	240	281	240	340	240	281	340
186	240	281	240	340	240	281	340
187	240	281	240	340	240	281	340
188	240	281	240	340	240	281	340
189	240	281	240	340	240	281	340
190	240	281	240	340	240	281	340
191	240	281	240	340	240	281	340
192	240	281	240	340	240	281	340
193	240	281	240	340	240	281	340
194	240	281	240	340	240	281	340
195	240	281	240	340	240	281	340
196	240	281	240	340	240	281	340
197	240	279	240	340	240	279	340
198	240	279	240	340	240	279	340
199	240	279	240	340	240	279	340
200	240	279	240	340	240	279	340
201	240	279	240	340	240	279	340
202	240	279	240	340	240	279	340
203	240	279	240	340	240	279	340
204	240	279	240	340	240	279	340
205	240	279	240	340	240	279	340
206	240	279	240	340	240	279	340
207	240	279	240	340	240	279	340
208	240	279	240	340	240	279	340
209	240	279	240	340	240	279	340
210	240	279	240	340	240	279	340
211	240	278	240	340	240	278	340
212	240	278	240	340	240	278	340
213	240	278	240	340	240	278	340
214	240	278	240	340	240	278	340
215	240	278	240	340	240	278	340
216	240	278	240	340	240	278	340
217	240	278	240	340	240	278	340
218	240	278	240	340	240	278	340
219	240	278	240	340	240	278	340
220	240	278	240	340	240	278	340
221	240	278	240	340	240	278	340
222	240	278	240	340	240	278	340
223	240	278	240	340	240	278	340
224	240	278	240	340	240	278	340
225	240	278	240	340	240	278	340
226	240	278	240	340	240	278	340
227	240	278	240	340	240	278	340
228	240	278	240	340	240	278	340
229	240	278	240	340	240	278	340
230	240	278	240	340	240	278	340
231	240	278	240	340	240	278	340
232	240	278	240	340	240	278	340
233	240	278	240	340	240	278	340
234	240	278	240	340	240	278	340
235	240	278	240	340	240	278	340
236	240	278	240	340	240	278	340
237	240	278	240	340	240	278	340
238	240	278	240	340	240	278	340
239	240	278	240	340	240	278	340
240	240	278	240	340	240	278	340
241	240	278	240	340	240	278	340
242	240	278	240	340	240	278	340
243	240	278	240	340	240	278	340
244	240	278	240	340	240	278	340
245	240	278	240	340	240	278	340
246	240	278	240	340	240	278	340
247	240	278	240	340	240	278	340
248	240	278	240	340	240	278	340
249	240	278	240	340	240	278	340
250	240	278	240	340	240	278	340
251	240	278	240	340	240	278	340
252	240	278	240	340	240	278	340
253	240	278	240	340	240	278	340
254	240	278	240	340	240	278	340
255	240	277	240	340	240	277	340
256	240	277	240	340	240	277	340
257	240	277	240	340	240	277	340
258	240	277	240	340	240	277	340
259	240	277	240	340	240	277	340
260	240	277	240	340	240	277	340
261	240	277	240	340	240	277	340
262	240	277	240	340	240	277	340
263	240	277	240	340	240	277	340
264	240	277	240	340	240	277	340
265	240	277	240	340	240	277	340
266	240	277	240	340	240	277	340
267	240	277	240	340	240	277	340
268	240	277	240	340	240	277	340
269	241	278	241	340	241	278	340
270	241	278	241	340	241	278	340
271	241	278	241	340	241	278	340
272	241	278	241	340	241	278	340
273	241	278	241	340	241	278	340
274	241	278	241	340	241	278	340
275	241	278	241	340	241	278	340
276	241	278	241	340	241	278	340
277	241	278	241	340	241	278	340
278	241	278	241	340	241	278	340
279	241	278	241	340	241	278	340
280	241	278	241	340	241	278	340
281	241	278	241	340	241	278	340
282	241	278	241	340	241	278	340
283	241	278	241	340	241	278	340
284	241	278	241	340	241	278	340
285	241	278	241	340	241	278	340
286	241	278	241	340	241	278	340
287	241	277	241	340	241	277	340
288	241	277	241	340	241	277	340
289	241	277	241	340	241	277	340
290	241	277	241	340	241	277	340
291	241	277	241	340	241	277	340
292	241	277	241	340	241	277	340
293	241	277	241	340	241	277	340
294	241	277	241	340	241	277	340
295	241	277	241	340	241	277	340
296	241	277	241	340	241	277	340
297	241	277	241	340	241	277	340
298	241	277	241	340	241	277	340
299	241	277	241	340	241	277	340
300	241	277	241	340	241	277	340
301	241	277	241	340	241	277	340
302	241	277	241	340	241	277	340
303	241	277	241	340	241	277	340
304	241	277	241	340	241	277	340
305	241	277	241	340	241	277	340
306	241	277	241	340	241	277	340
307	241	277	241	340	241	277	340
308	241	277	241	340	241	277	340
309	241	277	241	340	241	277	340
310	242	278	242	340	242	278	340
311	242	278	242	340	242	278	340
312	242	278	242	340	242	278	340
313	242	278	242	340	242	278	340
314	242	278	242	340	242	278	340
315	242	278	242	340	242	278	340
316	242	278	242	340	242	278	340
317	242	278	242	340	242	278	340
318	242	278	242	340	242	278	340
319	242	278	242	340	242	278	340
320	242	278	242	340	242	278	340
321	242	278	242	340	242	278	340
322	242	278	242	340	242	278	340
323	242	278	242	340	242	278	340
324	242	278	242	340	242	278	340
325	242	278	242	340	242	278	340
326	242	278	242	340	242	278	340
327	242	278	242	340	242	278	340
328	242	278	242	340	242	278	340
329	242	278	242	340	242	278	340
330	242	278	242	340	242	278	340
331	242	278	242	340	242	278	340
332	242	278	242	340	242	278	340
333	242	278	242	340	242	278	340
334	242	278	242	340	242	278	340
335	242	278	242	340	242	278	340
336	242	278	242	340	242	278	340
337	242	278	242	340	242	278	340
338	242	278	242	340	242	278	340
339	242	278	242	340	242	278	340
340	242	278	242	340	242	278	340
341	242	278	242	340	242	278	340
342	242	278	242	340	242	278	340
343	243	279	243	340	243	279	340
344	243	279	243	340	243	279	340
345	243	279	243	340	243	279	340
346	243	279	243	340	243	279	340
347	243	279	243	340	243	279	340
348	243	279	243	340	243	279	340
349	243	279	243	340	243	279	340
350	243	279	243	340	243	279	340
351	243	279	243	340	243	279	340
352	243	279	243	340	243	279	340
353	243	279	243	340	243	279	340
354	243	279	243	340	243	279	340
355	243	279	243	340	243	279	340
356	243	279	243	340	243	279	340
357	243	279	243	340	243	279	340
358	243	279	243	340	243	279	340
359	243	279	243	340	243	279	340
360	244	280	244	340	244	280	340
361	244	280	244	340	244	280	340
362	242	278	242	340	242	278	340
363	242	278	242	340	242	278	340
364	243	279	243	340	243	279	340
365	243	279	243	340	243	279	340
366	243	279	243	340	243	279	340
367	243	279	243	340	243	279	340
368	243	279	243	340	243	279	340
369	243	279	243	340	243	279	340
370	243	279	243	340	243	279	340
371	243	279	243	340	243	279	340
372	243	279	243	340	243	279	340
373	243	279	243	340	243	279	340
374	243	279	243	340	243	279	340
375	243	279	243	340	243	279	340
376	243	279	243	340	243	279	340
377	243	279	243	340	243	279	340
378	243	279	243	340	243	279	340
379	243	279	243	340	243	279	340
380	243	279	243	340	243	279	340
381	243	279	243	340	243	279	340
382	243	279	243	340	243	279	340
383	243	279	243	340	243	279	340
384	243	279	243	340	243	279	340
385	243	279	243	340	243	279	340
386	243	279	243	340	243	279	340
387	243	279	243	340	243	279	340
388	243	279	243	340	243	279	340
389	244	280	244	340	244	280	340
390	244	280	244	340	244	280	340
391	244	280	244	340	244	280	340
392	244	280	244	340	244	280	340
393	244	280	244	340	244	280	340
394	245	281	245	340	245	281	340
395	244	280	244	340	244	280	340
396	245	281	245	340	245	281	340
397	245	281	245	340	245	281	340
398	245	281	245	340	245	281	340
399	245	281	245	340	245	281	340
400	244	280	244	340	244	280	340
401	244	280	244	340	244	280	340
402	244	280	244	340	244	280	340
403	244	280	244	340	244	280	340
404	244	280	244	340	244	280	340
405	244	280	244	340	244	280	340
406	244	280	244	340	244	280	340
407	244	279	244	340	244	279	340
408	244	279	244	340	244	279	340
409	244	279	244	340	244	279	340
410	244	279	244	340	244	279	340
411	244	279	244	340	244	279	340
412	244	279	244	340	244	279	340
413	244	279	244	340	244	279	340
414	244	279	244	340	244	279	340
415	244	279	244	340	244	279	340
416	244	279	244	340	244	279	340
417	244	279	244	340	244	279	340
418	244	279	244	340	244	279	340
419	244	279	244	340	244	279	340
420	244	279	244	340	244	279	340
421	244	278	244	340	244	278	340
422	244	278	244	340	244	278	340
423	244	278	244	340	244	278	340
424	244	278	244	340	244	278	340
425	244	278	244	340	244	278	340
426	244	278	244	340	244	278	340
427	244	277	244	340	244	277	340
428	244	277	244	340	244	277	340
429	244	277	244	340	244	277	340
430	244	277	244	340	244	277	340
431	244	277	244	340	244	277	340
432	244	277	244	340	244	277	340
433	244	277	244	340	244	277	340
434	244	277	244	340	244	277	340
435	244	277	244	340	244	277	340
436	244	277	244	340	244	277	340
437	244	277	244	340	244	277	340
438	244	276	244	340	244	276	340
439	244	275	244	340	244	275	340
440	245	274	245	340	245	274	340
441	245	274	245	340	245	274	340
442	245	274	245	340	245	274	340
443	245	276	245	340	245	276	340
444	245	276	245	340	245	276	340
445	245	274	245	340	245	274	340
446	244	273	244	340	244	273	340
447	245	274	245	340	245	274	340
448	245	276	245	340	245	276	340
449	245	274	245	340	245	274	340
450	245	276	245	340	245	276	340
451	245	276	245	340	245	276	340
452	245	274	245	340	245	274	340
453	245	274	245	340	245	274	340
454	245	274	245	340	245	274	340
455	245	274	245	340	245	274	340
456	245	274	245	340	245	274	340
457	245	274	245	340	245	274	340
458	245	274	245	340	245	274	340
459	245	274	245	340	245	274	340
460	245	274	245	340	245	274	340
461	245	274	245	340	245	274	340
462	245	274	245	340	245	274	340
463	245	274	245	340	245	274	340
464	245	274	245	340	245	274	340
465	245	274	245	340	245	274	340
466	245	274	245	340	245	274	340
467	245	274	245	340	245	274	340
468	245	274	245	340	245	274	340
469	245	274	245	340	245	274	340
470	245	274	245	340	245	274	340
471	245	274	245	340	245	274	340
472	245	274	245	340	245	274	340
473	245	274	245	340	245	274	340
474	245	274	245	340	245	274	340
475	245	274	245	340	245	274	340
476	245	274	245	340	245	274	340
477	245	274	245	340	245	274	340
478	245	274	245	340	245	274	340
479	245	274	245	340	245	274	340
480	245	274	245	340	245	274	340
481	245	274	245	340	245	274	340
482	245	274	245	340	245	274	340
483	244	274	244	340	244	274	340
484	244	273	244	340	244	273	340
485	244	273	244	340	244	273	340
486	244	274	244	340	244	274	340
487	244	273	244	340	244	273	340
488	244	273	244	340	244	273	340
489	244	274	244	340	244	274	340
490	244	274	244	340	244	274	340
491	244	274	244	340	244	274	340
492	244	274	244	340	244	274	340
493	244	274	244	340	244	274	340
494	244	274	244	340	244	274	340
495	245	275	245	340	245	275	340
496	245	275	245	340	245	275	340
497	245	275	245	340	245	275	340
498	245	274	245	340	245	274	340
499	245	275	245	340	245	275	340
500	245	275	245	340	245	275	340
501	245	273	245	340	245	273	340
502	245	273	245	340	245	273	340
503	245	273	245	340	245	273	340
504	245	273	245	340	245	273	340
505	245	274	245	340	245	274	340
506	245	273	245	340	245	273	340
507	245	273	245	340	245	273	340
508	244	272	244	340	244	272	340
509	244	272	244	340	244	272	340
510	244	272	244	340	244	272	340
511	244	272	244	340	244	272	340
512	244	272	244	340	244	272	340
513	244	273	244	340	244	273	340
514	244	273	244	340	244	273	340
515	244	273	244	340	244	273	340
516	244	273	244	340	244	273	340
517	244	273	244	340	244	273	340
518	244	273	244	340	244	273	340
519	244	272	244	340	244	272	340
520	244	273	244	340	244	273	340
521	244	273	244	340	244	273	340
522	244	273	244	340	244	273	340
523	244	273	244	340	244	273	340
524	244	273	244	340	244	273	340
525	244	273	244	340	244	273	340
526	244	273	244	340	244	273	340
527	244	272	244	340	244	272	340
528	244	273	244	340	244	273	340
529	244	272	244	340	244	272	340
530	244	272	244	340	244	272	340
531	244	273	244	340	244	273	340
532	244	273	244	340	244	273	340
533	244	273	244	340	244	273	340
534	244	272	244	340	244	272	340
535	244	272	244	340	244	272	340
536	244	273	244	340	244	273	340
537	244	274	244	340	244	274	340
538	244	274	244	340	244	274	340
539	244	274	244	340	244	274	340
540	244	274	244	340	244	274	340
541	243	273	243	340	243	273	340
542	243	273	243	340	243	273	340
543	243	273	243	340	243	273	340
544	243	273	243	340	243	273	340
545	243	273	243	340	243	273	340
546	243	273	243	340	243	273	340
547	243	273	243	340	243	273	340
548	243	273	243	340	243	273	340
549	244	274	244	340	244	274	340
550	245	275	245	340	245	275	340
551	245	275	245	340	245	275	340
552	246	276	246	340	246	276	340
553	246	276	246	340	246	276	340
554	246	276	246	340	246	276	340
555	246	276	246	340	246	276	340
556	246	276	246	340	246	276	340
557	246	276	246	340	246	276	340
558	246	276	246	340	246	276	340
559	246	275	246	340	246	275	340
560	246	275	246	340	246	275	340
561	246	275	246	340	246	275	340
562	246	274	246	340	246	274	340
563	246	274	246	340	246	274	340
564	246	274	246	340	246	274	340
565	246	274	246	340	246	274	340
566	246	274	246	340	246	274	340
567	247	275	247	340	247	275	340
568	247	275	247	340	247	275	340
569	248	276	248	340	248	276	340
570	248	276	248	340	248	276	340
571	248	276	248	340	248	276	340
572	248	276	248	340	248	276	340
573	248	276	248	340	248	276	340
574	248	276	248	340	248	276	340
575	248	276	248	340	248	276	340
576	248	276	248	340	248	276	340
577	248	276	248	340	248	276	340
578	248	275	248	340	248	275	340
579	248	276	248	340	248	276	340
580	248	276	248	340	248	276	340
581	248	276	248	340	248	276	340
582	248	276	248	340	248	276	340
583	248	276	248	340	248	276	340
584	248	276	248	340	248	276	340
585	248	276	248	340	248	276	340
586	248	276	248	340	248	276	340
587	248	276	248	340	248	276	340
588	248	276	248	340	248	276	340
589	248	276	248	340	248	276	340
590	248	276	248	340	248	276	340
591	248	276	248	340	248	276	340
592	248	276	248	340	248	276	340
593	248	276	248	340	248	276	340
594	248	276	248	340	248	276	340
595	247	275	247	340	247	275	340
596	247	276	247	340	247	276	340
597	247	276	247	340	247	276	340
598	248	277	248	340	248	277	340
599	248	277	248	340	248	277	340
600	248	277	248	340	248	277	340
601	248	277	248	340	248	277	340
602	248	277	248	340	248	277	340
603	248	275	248	340	248	275	340
604	248	275	248	340	248	275	340
605	248	274	248	340	248	274	340
606	247	273	247	340	247	273	340
607	248	274	248	340	248	274	340
608	248	274	248	340	248	274	340
609	248	274	248	340	248	274	340
610	249	275	249	340	249	275	340
611	249	275	249	340	249	275	340
612	249	275	249	340	249	275	340
613	251	277	251	340	251	277	340
614	251	277	251	340	251	277	340
615	251	277	251	340	251	277	340
616	251	278	251	340	251	278	340
617	251	278	251	340	251	278	340
618	251	278	251	340	251	278	340
619	251	276	251	340	251	276	340
620	251	276	251	340	251	276	340
621	251	277	251	340	251	277	340
622	251	277	251	340	251	277	340
623	251	276	251	340	251	276	340
624	251	277	251	340	251	277	340
625	251	277	251	340	251	277	340
626	251	277	251	340	251	277	340
627	251	277	251	340	251	277	340
628	251	277	251	340	251	277	340
629	251	277	251	340	251	277	340
630	251	277	251	340	251	277	340
631	251	277	251	340	251	277	340
632	252	278	252	340	252	278	340
633	252	278	252	340	252	278	340
634	252	278	252	340	252	278	340
635	251	276	251	340	251	276	340
636	252	276	252	340	252	276	340
637	252	276	252	340	252	276	340
638	252	276	252	340	252	276	340
639	252	276	252	340	252	276	340
640	252	276	252	340	252	276	340
641	252	276	252	340	252	276	340
642	252	276	252	340	252	276	340
643	252	276	252	340	252	276	340
644	252	276	252	340	252	276	340
645	252	276	252	340	252	276	340
646	252	276	252	340	252	276	340
647	252	275	252	340	252	275	340
648	252	275	252	340	252	275	340
649	252	275	252	340	252	275	340
650	252	275	252	340	252	275	340
651	252	275	252	340	252	275	340
652	252	275	252	340	252	275	340
653	252	275	252	340	252	275	340
654	252	275	252	340	252	275	340
655	252	275	252	340	252	275	340
656	253	276	253	340	253	276	340
657	253	276	253	340	253	276	340
658	253	276	253	340	253	276	340
659	253	276	253	340	253	276	340
660	253	276	253	340	253	276	340
661	253	276	253	340	253	276	340
662	253	276	253	340	253	276	340
663	253	276	253	340	253	276	340
664	253	276	253	340	253	276	340
665	253	277	253	340	253	277	340
666	253	277	253	340	253	277	340
667	253	277	253	340	253	277	340
668	253	277	253	340	253	277	340
669	253	276	253	340	253	276	340
670	253	276	253	340	253	276	340
671	253	276	253	340	253	276	340
672	253	276	253	340	253	276	340
673	253	276	253	340	253	276	340
674	253	276	253	340	253	276	340
675	253	276	253	340	253	276	340
676	253	276	253	340	253	276	340
677	253	276	253	340	253	276	340
678	253	276	253	340	253	276	340
679	253	276	253	340	253	276	340
680	253	276	253	340	253	276	340
681	253	276	253	340	253	276	340
682	253	276	253	340	253	276	340
683	253	276	253	340	253	276	340
684	253	276	253	340	253	276	340
685	253	276	253	340	253	276	340
686	254	277	254	340	254	277	340
687	254	277	254	340	254	277	340
688	253	276	253	340	253	276	340
689	253	276	253	340	253	276	340
690	253	276	253	340	253	276	340
691	253	276	253	340	253	276	340
692	254	277	254	340	254	277	340
693	254	277	254	340	254	277	340
694	254	277	254	340	254	277	340
695	254	277	254	340	254	277	340
696	256	279	256	340	256	279	340
697	256	279	256	340	256	279	340
698	256	279	256	340	256	279	340
699	256	279	256	340	256	279	340
700	256	279	256	340	256	279	340
701	256	279	256	340	256	279	340
702	256	279	256	340	256	279	340
703	256	279	256	340	256	279	340
704	256	279	256	340	256	279	340
705	256	279	256	340	256	279	340
706	256	278	256	340	256	278	340
707	256	279	256	340	256	279	340
708	256	279	256	340	256	279	340
709	256	279	256	340	256	279	340
710	255	277	255	340	255	277	340
711	255	277	255	340	255	277	340
712	256	278	256	340	256	278	340
713	256	278	256	340	256	278	340
714	256	278	256	340	256	278	340
715	256	278	256	340	256	278	340
716	256	278	256	340	256	278	340
717	255	277	255	340	255	277	340
718	256	278	256	340	256	278	340
719	256	278	256	340	256	278	340
720	255	277	255	340	255	277	340
721	255	277	255	340	255	277	340
722	257	279	257	340	257	279	340
723	257	279	257	340	257	279	340
724	258	280	258	340	258	280	340
725	258	280	258	340	258	280	340
726	260	283	260	340	260	283	340
727	260	283	260	340	260	283	340
728	260	283	260	340	260	283	340
729	260	283	260	340	260	283	340
730	260	283	260	340	260	283	340
731	260	283	260	340	260	283	340
732	260	283	260	340	260	283	340
733	260	283	260	340	260	283	340
734	260	283	260	340	260	283	340
735	260	283	260	340	260	283	340
736	260	283	260	340	260	283	340
737	260	283	260	340	260	283	340
738	260	283	260	340	260	283	340
739	260	283	260	340	260	283	340
740	260	283	260	340	260	283	340
741	260	283	260	340	260	283	340
742	260	283	260	340	260	283	340
743	260	283	260	340	260	283	340
744	260	283	260	340	260	283	340
745	260	283	260	340	260	283	340
746	260	283	260	340	260	283	340
747	260	283	260	340	260	283	340
748	260	283	260	340	260	283	340
749	260	283	260	340	260	283	340
750	260	283	260	340	260	283	340
751	260	282	260	340	260	282	340
752	260	282	260	340	260	282	340
753	260	282	260	340	260	282	340
754	260	282	260	340	260	282	340
755	260	282	260	340	260	282	340
756	260	282	260	340	260	282	340
757	260	282	260	340	260	282	340
758	260	282	260	340	260	282	340
759	260	282	260	340	260	282	340
760	260	282	260	340	260	282	340
761	260	282	260	340	260	282	340
762	260	282	260	340	260	282	340
763	260	282	260	340	260	282	340
764	260	282	260	340	260	282	340
765	260	282	260	340	260	282	340
766	260	282	260	340	260	282	340
767	260	282	260	340	260	282	340
768	260	282	260	340	260	282	340
769	261	283	261	340	261	283	340
770	261	283	261	340	261	283	340
771	261	283	261	340	261	283	340
772	261	283	261	340	261	283	340
773	261	283	261	340	261	283	340
774	261	283	261	340	261	283	340
775	261	283	261	340	261	283	340
776	261	283	261	340	261	283	340
777	261	283	261	340	261	283	340
778	261	283	261	340	261	283	340
779	261	283	261	340	261	283	340
780	261	283	261	340	261	283	340
781	261	283	261	340	261	283	340
782	261	283	261	340	261	283	340
783	261	283	261	340	261	283	340
784	261	283	261	340	261	283	340
785	261	283	261	340	261	283	340
786	261	283	261	340	261	283	340
787	261	284	261	340	261	284	340
788	261	283	261	340	261	283	340
789	261	283	261	340	261	283	340
790	261	283	261	340	261	283	340
791	261	283	261	340	261	283	340
792	261	283	261	340	261	283	340
793	261	283	261	340	261	283	340
794	261	283	261	340	261	283	340
795	261	283	261	340	261	283	340
796	261	283	261	340	261	283	340
797	261	283	261	340	261	283	340
798	261	283	261	340	261	283	340
799	261	283	261	340	261	283	340
800	261	283	261	340	261	283	340
801	261	283	261	340	261	283	340
802	261	283	261	340	261	283	340
803	261	284	261	340	261	284	340
804	261	283	261	340	261	283	340
805	261	283	261	340	261	283	340
806	261	283	261	340	261	283	340
807	261	283	261	340	261	283	340
808	261	283	261	340	261	283	340
809	261	283	261	340	261	283	340
810	261	283	261	340	261	283	340
811	261	283	261	340	261	283	340
812	261	283	261	340	261	283	340
813	261	283	261	340	261	283	340
814	261	283	261	340	261	283	340
815	261	283	261	340	261	283	340
816	261	283	261	340	261	283	340
817	261	283	261	340	261	283	340
818	261	283	261	340	261	283	340
819	261	283	261	340	261	283	340
820	261	284	261	340	261	284	340
821	261	284	261	340	261	284	340
822	261	284	261	340	261	284	340
823	261	284	261	340	261	284	340
824	261	284	261	340	261	284	340
825	261	284	261	340	261	284	340
826	261	284	261	340	261	284	340
827	261	284	261	340	261	284	340
828	261	284	261	340	261	284	340
829	261	284	261	340	261	284	340
830	261	283	261	340	261	283	340
831	261	283	261	340	261	283	340
832	261	283	261	340	261	283	340
833	261	283	261	340	261	283	340
834	261	283	261	340	261	283	340
835	261	283	261	340	261	283	340
836	261	283	261	340	261	283	340
837	261	283	261	340	261	283	340
838	261	283	261	340	261	283	340
839	261	283	261	340	261	283	340
840	261	283	261	340	261	283	340
841	261	283	261	340	261	283	340
842	261	283	261	340	261	283	340
843	261	283	261	340	261	283	340
844	261	283	261	340	261	283	340
845	262	284	262	340	262	284	340
846	262	284	262	340	262	284	340
847	262	284	262	340	262	284	340
848	262	284	262	340	262	284	340
849	262	284	262	340	262	284	340
850	262	284	262	340	262	284	340
851	262	284	262	340	262	284	340
852	262	284	262	340	262	284	340
853	262	284	262	340	262	284	340
854	262	284	262	340	262	284	340
855	262	284	262	340	262	284	340
856	262	284	262	340	262	284	340
857	262	284	262	340	262	284	340
858	262	284	262	340	262	284	340
859	262	284	262	340	262	284	340
860	262	284	262	340	262	284	340
861	261	283	261	340	261	283	340
862	261	283	261	340	261	283	340
863	261	283	261	340	261	283	340
864	262	284	262	340	262	284	340
865	261	283	261	340	261	283	340
866	261	283	261	340	261	283	340
