iter	Logloss	Accuracy
883	0.251259158	0.9246344207
884	0.2511444064	0.9246344207
885	0.2508184661	0.9246344207
886	0.2507437244	0.9257592801
887	0.2505561507	0.9246344207
888	0.2503447919	0.9246344207
889	0.2501243067	0.9257592801
890	0.2498814357	0.9257592801
891	0.249729059	0.9257592801
892	0.2496200874	0.9257592801
893	0.2495484668	0.9257592801
894	0.2495139852	0.9257592801
895	0.2494137461	0.9257592801
896	0.2493844204	0.9257592801
897	0.2490448736	0.9257592801
898	0.2488478777	0.9268841395
899	0.2488424604	0.9268841395
900	0.2487380804	0.9268841395
901	0.2486638336	0.9268841395
902	0.2486417416	0.9268841395
903	0.2486254642	0.9268841395
904	0.248408706	0.9268841395
905	0.248253228	0.9268841395
906	0.24821444	0.9268841395
907	0.2480934471	0.9268841395
908	0.2478025714	0.9268841395
909	0.2476575621	0.9268841395
910	0.247638214	0.9268841395
911	0.2473086112	0.9268841395
912	0.2470851976	0.9268841395
913	0.2469825751	0.9268841395
914	0.2468520702	0.9268841395
915	0.2466746128	0.9268841395
916	0.2464797634	0.9268841395
917	0.2462755291	0.9268841395
918	0.2462481311	0.9268841395
919	0.2461751889	0.9268841395
920	0.2460615984	0.9268841395
921	0.2459002012	0.9268841395
922	0.2456595839	0.9268841395
923	0.2455290072	0.9268841395
924	0.2453307368	0.9268841395
925	0.2452637772	0.9268841395
926	0.2451873517	0.9268841395
927	0.2449341302	0.9268841395
928	0.2448509154	0.9280089989
929	0.2447289193	0.9280089989
930	0.2445030703	0.9280089989
931	0.2444848608	0.9280089989
932	0.244340157	0.9280089989
933	0.2443022798	0.9280089989
934	0.2442958488	0.9280089989
935	0.2441024853	0.9280089989
936	0.2439414404	0.9291338583
937	0.2438464702	0.9280089989
938	0.2437306439	0.9302587177
939	0.2437180016	0.9302587177
940	0.2436260231	0.9302587177
941	0.2435486532	0.9302587177
942	0.2435427686	0.9302587177
943	0.2434377402	0.9302587177
944	0.2432921748	0.9302587177
945	0.243171788	0.9302587177
946	0.2430999469	0.9302587177
947	0.2429643629	0.9302587177
948	0.2427882819	0.9302587177
949	0.2424319437	0.9302587177
950	0.2423235354	0.9302587177
951	0.2420900787	0.9302587177
952	0.2419784994	0.9302587177
953	0.241810756	0.9302587177
954	0.2415085857	0.9302587177
955	0.2413683502	0.9302587177
956	0.241237851	0.9302587177
957	0.2412227119	0.9302587177
958	0.2410813575	0.9302587177
959	0.2409023778	0.9302587177
960	0.2407590323	0.9302587177
961	0.2404758532	0.9302587177
962	0.2404003408	0.9302587177
963	0.2401477249	0.9302587177
964	0.2400552628	0.9302587177
965	0.2399732706	0.9302587177
966	0.2399501874	0.9302587177
967	0.2398361774	0.9302587177
968	0.2396744668	0.9302587177
969	0.2393829107	0.9302587177
970	0.2393329102	0.9302587177
971	0.2392422812	0.9302587177
972	0.2391384399	0.9302587177
973	0.2389696239	0.9302587177
974	0.2387244368	0.9313835771
975	0.2386234124	0.9313835771
976	0.2385600493	0.9313835771
977	0.2383354632	0.9325084364
978	0.2383077753	0.9325084364
979	0.238205055	0.9325084364
980	0.2381843065	0.9325084364
981	0.2380905161	0.9325084364
982	0.2380494718	0.9325084364
983	0.238027381	0.9325084364
984	0.2378262825	0.9313835771
985	0.237689259	0.9313835771
986	0.2373964876	0.9325084364
987	0.2372710988	0.9325084364
988	0.237173872	0.9325084364
989	0.2371037293	0.9325084364
990	0.2370470079	0.9336332958
991	0.2370019712	0.9336332958
992	0.2368863975	0.9336332958
993	0.2366810818	0.9336332958
994	0.236571603	0.9347581552
995	0.2364335261	0.9347581552
996	0.2362252339	0.9347581552
997	0.2361727737	0.9336332958
998	0.2360992252	0.9336332958
999	0.2359720739	0.9336332958
