iter	Logloss	Accuracy
182	0.3695571479	0.8503937008
183	0.3695388398	0.8503937008
184	0.3693513484	0.8503937008
185	0.3689454625	0.8503937008
186	0.3685668778	0.8503937008
187	0.368501222	0.8503937008
188	0.3681875529	0.8503937008
189	0.3680029358	0.8503937008
190	0.3673266299	0.8503937008
191	0.3670864458	0.8503937008
192	0.3666563146	0.8503937008
193	0.3664677994	0.8503937008
194	0.3659930798	0.8503937008
195	0.3652529667	0.8503937008
196	0.3648489872	0.8503937008
197	0.364477682	0.8503937008
198	0.3642393551	0.8503937008
199	0.3640148551	0.8503937008
200	0.3638945437	0.8503937008
201	0.3632773352	0.8503937008
202	0.3630726882	0.8503937008
203	0.3626627447	0.8515185602
204	0.3623222862	0.8515185602
205	0.3620583178	0.8515185602
206	0.3620324144	0.8515185602
207	0.3615976986	0.8503937008
208	0.3614498542	0.8503937008
209	0.3611572169	0.8503937008
210	0.3607504095	0.8503937008
211	0.3605027141	0.8503937008
212	0.3604056552	0.8503937008
213	0.3598512912	0.8515185602
214	0.3593750335	0.8526434196
215	0.3589907961	0.8515185602
216	0.3588350652	0.8515185602
217	0.3587536986	0.8515185602
218	0.3587105053	0.8526434196
219	0.3586437843	0.8526434196
220	0.3582862238	0.8526434196
221	0.357941945	0.8526434196
222	0.3575043871	0.8515185602
223	0.3571896224	0.8526434196
224	0.3568919929	0.8515185602
225	0.3566686243	0.8515185602
226	0.3565804648	0.8526434196
227	0.3560284632	0.8515185602
228	0.3559766429	0.8515185602
229	0.3557743669	0.8515185602
230	0.3554040787	0.8515185602
231	0.3554037868	0.8515185602
232	0.3551549	0.8526434196
233	0.3549577752	0.8526434196
234	0.3549138852	0.8526434196
235	0.3548523325	0.8526434196
236	0.3546107807	0.8515185602
237	0.3544172944	0.8515185602
238	0.3542270347	0.8515185602
239	0.3541999689	0.8515185602
240	0.3540593219	0.8503937008
241	0.3538894819	0.8503937008
242	0.3537516622	0.8503937008
243	0.3537508323	0.8503937008
244	0.3535201808	0.8503937008
245	0.3535075635	0.8503937008
246	0.3529138848	0.8515185602
247	0.3526721828	0.8515185602
248	0.3524127157	0.8515185602
249	0.3521094978	0.8515185602
250	0.3516755543	0.8515185602
251	0.3516427099	0.8515185602
252	0.3513389544	0.8526434196
253	0.3511925534	0.8526434196
254	0.3511503843	0.8526434196
255	0.3508338217	0.853768279
256	0.3507458777	0.853768279
257	0.3503914089	0.853768279
258	0.3503159495	0.853768279
259	0.3502372311	0.853768279
260	0.3500910932	0.853768279
261	0.3500889841	0.853768279
262	0.3497394836	0.8526434196
263	0.3496824864	0.8526434196
264	0.3493431781	0.8526434196
265	0.3492152175	0.8526434196
266	0.3490560425	0.8526434196
267	0.3487922224	0.8548931384
268	0.3486073646	0.853768279
269	0.3483518776	0.853768279
270	0.3480202336	0.8548931384
271	0.3480006534	0.8548931384
272	0.3478697094	0.8548931384
273	0.3478228797	0.8548931384
274	0.3477192048	0.8548931384
275	0.3475347632	0.8548931384
276	0.3470968391	0.8560179978
277	0.3470968144	0.8560179978
278	0.3470967904	0.8560179978
279	0.3470873205	0.8571428571
280	0.3468528786	0.8560179978
281	0.3468525575	0.8560179978
282	0.3468192009	0.8560179978
283	0.3467143838	0.8571428571
284	0.3464018374	0.8571428571
285	0.3462818544	0.8571428571
286	0.3459300351	0.8560179978
287	0.3456204347	0.8593925759
288	0.3455994446	0.8593925759
289	0.3454947779	0.8593925759
290	0.3454142448	0.8593925759
291	0.3451541578	0.8593925759
292	0.3449902416	0.8593925759
293	0.344851977	0.8593925759
294	0.344717997	0.8593925759
295	0.3445368933	0.8593925759
296	0.3444289436	0.8593925759
297	0.3441537995	0.8593925759
298	0.3438449026	0.8593925759
299	0.3437652601	0.8593925759
300	0.3436902879	0.8593925759
301	0.3435253202	0.8593925759
302	0.343349084	0.8593925759
303	0.343032098	0.8605174353
304	0.3429124403	0.8605174353
305	0.3426658071	0.8616422947
306	0.3423760756	0.8605174353
307	0.342314952	0.8605174353
308	0.3423003515	0.8605174353
309	0.3421273176	0.8605174353
310	0.3417028448	0.8616422947
311	0.3416307637	0.8616422947
312	0.3415441423	0.8616422947
313	0.3414685972	0.8616422947
314	0.3413759484	0.8616422947
315	0.3412351928	0.8616422947
316	0.3410169973	0.8616422947
317	0.3408920247	0.8616422947
318	0.3404117865	0.8616422947
319	0.3401759522	0.8616422947
320	0.3401065073	0.8616422947
321	0.3400284721	0.8616422947
322	0.3398544734	0.8627671541
323	0.3398463862	0.8627671541
324	0.3397810414	0.8627671541
325	0.3395232071	0.8627671541
326	0.3395084752	0.8627671541
327	0.3394733412	0.8627671541
328	0.3394135552	0.8627671541
329	0.3393957421	0.8627671541
330	0.3393355831	0.8627671541
331	0.3390437151	0.8627671541
332	0.3390367304	0.8627671541
333	0.3388565166	0.8627671541
334	0.3388365672	0.8627671541
335	0.3384270551	0.8627671541
336	0.3383897066	0.8638920135
337	0.3382711918	0.8638920135
338	0.3381095374	0.8638920135
339	0.3380813464	0.8638920135
340	0.3379022977	0.8638920135
341	0.3376721136	0.8638920135
342	0.3376455076	0.8638920135
343	0.3376031519	0.8638920135
344	0.3375159576	0.8638920135
345	0.3374642762	0.8650168729
346	0.3374267043	0.8650168729
347	0.3373272653	0.8650168729
348	0.3372775498	0.8650168729
349	0.3370025398	0.8661417323
350	0.3368854719	0.8672665917
351	0.3366659017	0.8672665917
352	0.336472805	0.8650168729
353	0.3363549272	0.8650168729
354	0.3362115295	0.8650168729
355	0.335870371	0.8661417323
356	0.3358235723	0.8661417323
357	0.3357633158	0.8661417323
358	0.3356055338	0.8672665917
359	0.3356054317	0.8672665917
360	0.3355831541	0.8661417323
361	0.3355561855	0.8672665917
362	0.3349870466	0.8672665917
363	0.3347329442	0.8661417323
364	0.3346605468	0.8661417323
365	0.3343111704	0.8650168729
366	0.3342754498	0.8650168729
367	0.3341243821	0.8650168729
368	0.3339910228	0.8661417323
369	0.33382037	0.8661417323
370	0.3337373575	0.8661417323
371	0.3335808685	0.8672665917
372	0.3333047961	0.8672665917
373	0.332865323	0.8661417323
374	0.3328653212	0.8661417323
375	0.3328256356	0.8661417323
376	0.3327252863	0.8672665917
377	0.3324728884	0.8661417323
378	0.3324276473	0.8661417323
379	0.3323498902	0.8661417323
380	0.3323251399	0.8661417323
381	0.3323251383	0.8661417323
382	0.3321605365	0.8661417323
383	0.3319620647	0.8672665917
384	0.3317024272	0.8672665917
385	0.331596297	0.8672665917
386	0.3315352639	0.8672665917
387	0.3314705883	0.8672665917
388	0.331384216	0.8672665917
389	0.3312420068	0.8672665917
390	0.3312211036	0.8672665917
391	0.330933901	0.8672665917
392	0.3307415571	0.8672665917
393	0.3306446578	0.8672665917
394	0.3305197766	0.8672665917
395	0.330517505	0.8672665917
396	0.33037014	0.8672665917
397	0.3303620737	0.8672665917
398	0.3301761522	0.8672665917
399	0.3301754214	0.8672665917
400	0.3300624037	0.8683914511
401	0.330018394	0.8683914511
402	0.3298355854	0.8683914511
403	0.3297107406	0.8672665917
404	0.3295235098	0.8672665917
405	0.3294589721	0.8683914511
406	0.3292126617	0.8683914511
407	0.3289592058	0.8683914511
408	0.3288334678	0.8683914511
409	0.3287067276	0.8683914511
410	0.3286859383	0.8683914511
411	0.3286141667	0.8683914511
412	0.3285776427	0.8683914511
413	0.328545132	0.8683914511
414	0.3285203703	0.8683914511
415	0.32833598	0.8683914511
416	0.3282697014	0.8683914511
417	0.3281978799	0.8683914511
418	0.3278915434	0.8695163105
419	0.3278410805	0.8695163105
420	0.3278078416	0.8695163105
421	0.3275835304	0.8695163105
422	0.3275247739	0.8683914511
423	0.3272289751	0.8706411699
424	0.3271246293	0.8706411699
425	0.3270867703	0.8706411699
426	0.3267271201	0.8706411699
427	0.3264611211	0.8706411699
428	0.3261588994	0.8706411699
429	0.3260618012	0.8695163105
430	0.3260048196	0.8695163105
431	0.32555134	0.8706411699
432	0.3255059624	0.8706411699
433	0.3254085033	0.8706411699
434	0.3251175708	0.8706411699
435	0.3249542513	0.8706411699
436	0.3249361701	0.8706411699
437	0.3249183912	0.8706411699
438	0.3245527673	0.8706411699
439	0.3244960086	0.8706411699
440	0.3242666854	0.8706411699
441	0.3242489926	0.8706411699
442	0.324231168	0.8706411699
443	0.3240536519	0.8706411699
444	0.3238051828	0.8706411699
445	0.3235231923	0.8706411699
446	0.3231169195	0.8695163105
447	0.3227855992	0.8706411699
448	0.3227361428	0.8706411699
449	0.3225430815	0.8717660292
450	0.3223434828	0.8717660292
451	0.3222826955	0.8717660292
452	0.322032861	0.8717660292
453	0.3219551191	0.8717660292
454	0.3219176833	0.8717660292
455	0.3217207579	0.8717660292
456	0.3216983645	0.8717660292
457	0.3216685888	0.8717660292
458	0.3215962093	0.8717660292
459	0.3214316032	0.8717660292
460	0.3214084429	0.8717660292
461	0.3213908267	0.8717660292
462	0.3208635627	0.8717660292
463	0.3208235666	0.8717660292
464	0.320782122	0.8717660292
465	0.3207671423	0.8717660292
466	0.320626321	0.8717660292
467	0.3206103619	0.8717660292
468	0.320286409	0.8717660292
469	0.3202047773	0.8717660292
470	0.3200649655	0.8717660292
471	0.3198597961	0.8717660292
472	0.3196064552	0.8717660292
473	0.3195488381	0.8717660292
474	0.3193787148	0.8717660292
475	0.3191132446	0.8728908886
476	0.3189141165	0.8728908886
477	0.3187343099	0.8728908886
478	0.3181870403	0.874015748
479	0.3180709582	0.874015748
480	0.3180484115	0.874015748
481	0.3179970125	0.8728908886
482	0.3179482859	0.874015748
483	0.3176135396	0.874015748
484	0.3173574554	0.8751406074
485	0.3173054087	0.8751406074
486	0.3169707938	0.874015748
487	0.3167692077	0.874015748
488	0.3167384939	0.874015748
489	0.3166661815	0.874015748
490	0.3166066864	0.874015748
491	0.3165766221	0.874015748
492	0.3164095763	0.874015748
493	0.316089182	0.874015748
494	0.3160250553	0.874015748
495	0.315863228	0.874015748
496	0.3155745811	0.874015748
497	0.3154996304	0.874015748
498	0.3152684165	0.874015748
499	0.31517802	0.874015748
500	0.3151338998	0.8751406074
501	0.3149164356	0.8751406074
502	0.314758396	0.8751406074
503	0.3146032388	0.8751406074
504	0.3144550687	0.8751406074
505	0.3142947876	0.8751406074
506	0.3139551894	0.8751406074
507	0.3139275882	0.8751406074
508	0.3135675664	0.8751406074
509	0.3135387387	0.8751406074
510	0.3133098786	0.8751406074
511	0.3131179893	0.8751406074
512	0.3130063033	0.8751406074
513	0.312765359	0.8751406074
514	0.3127541628	0.8751406074
515	0.3127431603	0.8751406074
516	0.3126496868	0.8751406074
517	0.3125164295	0.8751406074
518	0.3122976139	0.8751406074
519	0.3121504205	0.8751406074
520	0.3119804407	0.8751406074
521	0.3117418497	0.8751406074
522	0.311725086	0.8751406074
523	0.3115049187	0.8773903262
524	0.3112491661	0.8785151856
525	0.3110416558	0.8785151856
526	0.3108133209	0.879640045
527	0.3107274229	0.8785151856
528	0.3105144807	0.8785151856
529	0.3102762492	0.8785151856
530	0.3101638047	0.879640045
531	0.3098317853	0.879640045
532	0.3094569551	0.879640045
533	0.3091511702	0.879640045
534	0.3090591305	0.879640045
535	0.3089368656	0.879640045
536	0.3085955013	0.8807649044
537	0.3083991703	0.8807649044
538	0.3080238871	0.8818897638
539	0.3078648449	0.8818897638
540	0.3078110818	0.8818897638
541	0.3073602515	0.8830146232
542	0.3072708272	0.8830146232
543	0.3070817403	0.8830146232
544	0.3068079583	0.8830146232
545	0.3066302696	0.8841394826
546	0.3064223507	0.8841394826
547	0.3061176898	0.8841394826
548	0.3059409988	0.8841394826
549	0.3056717472	0.8863892013
550	0.3053218518	0.8863892013
551	0.3048102727	0.885264342
552	0.3046493397	0.885264342
553	0.3046331045	0.885264342
554	0.3043958343	0.885264342
555	0.3042420542	0.8863892013
556	0.3040345779	0.8863892013
557	0.3039310039	0.8863892013
558	0.3038445935	0.885264342
559	0.3037223937	0.8863892013
560	0.3034327651	0.8886389201
561	0.3034135963	0.8886389201
562	0.3032097906	0.8875140607
563	0.3029984772	0.8875140607
564	0.3029003146	0.8875140607
565	0.3028819426	0.8875140607
566	0.302647598	0.8886389201
567	0.3025991692	0.8886389201
568	0.3025117392	0.8886389201
569	0.3022488195	0.8886389201
570	0.3020920837	0.8886389201
571	0.3018701558	0.8875140607
572	0.3018588157	0.8875140607
573	0.3015866589	0.8886389201
574	0.3013926741	0.8886389201
575	0.3011772758	0.8897637795
576	0.3009824371	0.8886389201
577	0.3008117097	0.8897637795
578	0.3006559191	0.8897637795
579	0.3004728265	0.8908886389
580	0.300389751	0.8920134983
581	0.3001211311	0.8908886389
582	0.3000113602	0.8908886389
583	0.2999339565	0.8908886389
584	0.2998238608	0.8908886389
585	0.2996087319	0.8920134983
586	0.2994231851	0.8920134983
587	0.2993343164	0.8920134983
588	0.2989486366	0.8920134983
589	0.2986028392	0.8920134983
590	0.2984588098	0.8931383577
591	0.2982870972	0.8931383577
592	0.2979590979	0.8931383577
593	0.2978430825	0.8931383577
594	0.2978176364	0.8931383577
595	0.297567714	0.8931383577
596	0.297268573	0.8931383577
597	0.2972401923	0.8931383577
598	0.2970829926	0.8931383577
599	0.296829387	0.8942632171
600	0.2966749622	0.8942632171
601	0.2965312711	0.8942632171
602	0.2964080204	0.8942632171
603	0.2960608639	0.8942632171
604	0.2960096741	0.8931383577
605	0.2958385756	0.8942632171
606	0.2954537142	0.8942632171
607	0.2953922808	0.8942632171
608	0.2953583911	0.8942632171
609	0.2951327254	0.8942632171
610	0.2948291901	0.8953880765
611	0.2944563458	0.8965129359
612	0.2943440883	0.8965129359
613	0.294158701	0.8953880765
614	0.2940432606	0.8953880765
615	0.2937660651	0.8976377953
616	0.2934954354	0.8976377953
617	0.2934197416	0.8976377953
618	0.2933819117	0.8976377953
619	0.2930560827	0.8987626547
620	0.2930271283	0.8987626547
621	0.2929788798	0.8987626547
622	0.2929336588	0.8998875141
623	0.2928155352	0.8998875141
624	0.2924990492	0.9010123735
625	0.2924297582	0.9010123735
626	0.2920045448	0.9010123735
627	0.2917281307	0.9010123735
628	0.2913357634	0.8987626547
629	0.2913234483	0.8987626547
630	0.2912467327	0.8976377953
631	0.2911864758	0.8976377953
632	0.2908059778	0.8987626547
633	0.2904811996	0.9021372328
634	0.2904679427	0.9021372328
635	0.2900916209	0.8998875141
636	0.2897013489	0.9021372328
637	0.2896137696	0.9021372328
638	0.2895656698	0.9021372328
639	0.2895352867	0.9021372328
640	0.2893652168	0.9021372328
641	0.2892873121	0.9021372328
642	0.2889931523	0.9021372328
643	0.2888014238	0.9021372328
644	0.2885978764	0.9010123735
645	0.2885248061	0.9010123735
646	0.2884525327	0.9010123735
647	0.2883247415	0.9010123735
648	0.2881188909	0.9010123735
649	0.2880462632	0.9010123735
650	0.2877126528	0.9021372328
651	0.2875930193	0.9010123735
652	0.2874643193	0.9010123735
653	0.2873747609	0.9010123735
654	0.2869935298	0.9021372328
655	0.286838011	0.9043869516
656	0.2865770247	0.9032620922
657	0.2864594113	0.9032620922
658	0.2860982728	0.9043869516
659	0.2860806206	0.9043869516
660	0.2858534389	0.9032620922
661	0.2855066379	0.9032620922
662	0.2853346805	0.9032620922
663	0.2851268765	0.9043869516
664	0.2851027968	0.9043869516
665	0.2848480127	0.9043869516
666	0.2847016134	0.9043869516
667	0.2844889818	0.9043869516
668	0.2843297912	0.905511811
669	0.284029035	0.905511811
670	0.2840113411	0.905511811
671	0.2839811822	0.905511811
672	0.2838983913	0.905511811
673	0.2837509311	0.905511811
674	0.2834459104	0.905511811
675	0.2833744637	0.905511811
676	0.2831300278	0.9043869516
677	0.2829248796	0.9043869516
678	0.2828795719	0.905511811
679	0.2827128059	0.905511811
680	0.2826689166	0.905511811
681	0.2821794709	0.9077615298
682	0.2820023376	0.9077615298
683	0.2819927505	0.9077615298
684	0.2816507909	0.9088863892
685	0.2815332117	0.9088863892
686	0.2812611973	0.9100112486
687	0.2811690677	0.9100112486
688	0.2809667537	0.9088863892
689	0.2809356638	0.9088863892
690	0.280766396	0.9088863892
691	0.2805893602	0.9100112486
692	0.2803335867	0.9100112486
693	0.2800150521	0.9088863892
694	0.2799162524	0.9088863892
695	0.2798152618	0.9088863892
696	0.2795741025	0.9088863892
697	0.279399257	0.9100112486
698	0.2792516199	0.9100112486
699	0.2791574382	0.911136108
700	0.279107807	0.911136108
701	0.2790797556	0.911136108
702	0.2790529984	0.911136108
703	0.2787416287	0.911136108
704	0.2783974501	0.911136108
705	0.27831961	0.911136108
706	0.2780639535	0.911136108
707	0.2779873132	0.911136108
708	0.2777887319	0.9122609674
709	0.2777284261	0.9122609674
710	0.2776086443	0.9133858268
711	0.2775431554	0.9133858268
712	0.2771425711	0.9145106862
713	0.2769799118	0.9145106862
714	0.2766442617	0.9156355456
715	0.2765436315	0.9156355456
716	0.2763568746	0.9156355456
717	0.2762849641	0.9145106862
718	0.2761024603	0.9156355456
719	0.2759038686	0.9156355456
720	0.2758293544	0.9156355456
721	0.2757922839	0.9156355456
722	0.2754053339	0.9167604049
723	0.275318018	0.9167604049
724	0.2750392388	0.9156355456
725	0.2749460307	0.9156355456
726	0.2747249624	0.9156355456
727	0.2744817262	0.9156355456
728	0.2741431512	0.9156355456
729	0.274131989	0.9156355456
730	0.273816113	0.9156355456
731	0.2737824777	0.9156355456
732	0.2737309179	0.9156355456
733	0.2736732947	0.9156355456
734	0.2734258729	0.9156355456
735	0.2733540675	0.9156355456
736	0.2731316351	0.9156355456
737	0.272840391	0.9156355456
738	0.2727621636	0.9156355456
739	0.2726589783	0.9156355456
740	0.2725078615	0.9156355456
741	0.2724363607	0.9156355456
742	0.2723910177	0.9156355456
743	0.2722706459	0.9156355456
744	0.272062897	0.9156355456
745	0.271873189	0.9167604049
746	0.2717968499	0.9167604049
747	0.2715413464	0.9156355456
748	0.2713011403	0.9167604049
749	0.271041403	0.9156355456
750	0.2709173705	0.9156355456
751	0.270663801	0.9156355456
752	0.2703762193	0.9156355456
753	0.2702367837	0.9156355456
754	0.2701566841	0.9156355456
755	0.2700230838	0.9156355456
756	0.2699118979	0.9156355456
757	0.2696965793	0.9178852643
758	0.2695285172	0.9178852643
759	0.2693808704	0.9190101237
760	0.2693582443	0.9190101237
761	0.2692264716	0.9190101237
762	0.2691138945	0.9178852643
763	0.268801532	0.9178852643
764	0.2686654388	0.9178852643
765	0.2685091351	0.9178852643
766	0.268172846	0.9178852643
767	0.2679171857	0.9178852643
768	0.2678578898	0.9178852643
769	0.2676428272	0.9178852643
770	0.2673958872	0.9178852643
771	0.2673091394	0.9178852643
772	0.2671303545	0.9178852643
773	0.2670469791	0.9178852643
774	0.2670046343	0.9178852643
775	0.2667649941	0.9178852643
776	0.2667571131	0.9178852643
777	0.2666312737	0.9178852643
778	0.2665702216	0.9178852643
779	0.2665202687	0.9178852643
780	0.2662439338	0.9178852643
781	0.2661791096	0.9178852643
782	0.2660118238	0.9178852643
783	0.2657639139	0.9178852643
784	0.2656164886	0.9190101237
785	0.2655538574	0.9190101237
786	0.2654740321	0.9190101237
787	0.2651710208	0.9190101237
788	0.2648171129	0.9190101237
789	0.264718496	0.9190101237
790	0.2646651939	0.9190101237
791	0.264619232	0.9190101237
792	0.2645482514	0.9190101237
793	0.2644431873	0.9190101237
794	0.2643993556	0.9190101237
795	0.2643264764	0.9190101237
796	0.2638971911	0.9190101237
797	0.2638033729	0.9190101237
798	0.2637840812	0.9190101237
799	0.2636698325	0.9190101237
800	0.2634584216	0.9190101237
801	0.2631653606	0.9190101237
802	0.2631585557	0.9190101237
803	0.2629399997	0.9190101237
804	0.2625558026	0.9190101237
805	0.2625099122	0.9190101237
806	0.2623385857	0.9190101237
807	0.2619074913	0.9190101237
808	0.2618637829	0.9190101237
809	0.2618567397	0.9190101237
810	0.2618500782	0.9190101237
811	0.2617665132	0.9190101237
812	0.2616759278	0.9190101237
813	0.2616408843	0.9190101237
814	0.2615555181	0.9190101237
815	0.2613904436	0.9190101237
816	0.261383971	0.9190101237
817	0.2612215464	0.9190101237
818	0.260921341	0.9190101237
819	0.2608214173	0.9190101237
820	0.260639753	0.9190101237
821	0.2603518585	0.9201349831
822	0.2603083071	0.9201349831
823	0.2602605042	0.9201349831
824	0.2602043921	0.9201349831
825	0.2599598804	0.9201349831
826	0.2599328532	0.9201349831
827	0.2598444554	0.9201349831
828	0.2597884815	0.9201349831
829	0.2596934288	0.9201349831
830	0.2595608342	0.9201349831
831	0.2595279375	0.9201349831
832	0.25947291	0.9201349831
833	0.2593887487	0.9201349831
834	0.2591696904	0.9201349831
835	0.2590971716	0.9201349831
836	0.258809713	0.9201349831
837	0.258645858	0.9201349831
838	0.2585480336	0.9201349831
839	0.2585135901	0.9201349831
840	0.2583568673	0.9201349831
841	0.2581978881	0.9201349831
842	0.2579624588	0.9201349831
843	0.2577094839	0.9201349831
844	0.2576807149	0.9201349831
845	0.2575161954	0.9212598425
846	0.2573350973	0.9212598425
847	0.2571890626	0.9212598425
848	0.2568586625	0.9212598425
849	0.2568044032	0.9212598425
850	0.2566642865	0.9212598425
851	0.2566566134	0.9212598425
852	0.2565943097	0.9212598425
853	0.2564809751	0.9212598425
854	0.2564288968	0.9212598425
855	0.2564232406	0.9212598425
856	0.2561300899	0.9223847019
857	0.2561108392	0.9223847019
858	0.2560167834	0.9223847019
859	0.255717325	0.9235095613
860	0.255702568	0.9235095613
861	0.2554876962	0.9235095613
862	0.2554814461	0.9235095613
863	0.2554627518	0.9235095613
864	0.2552683435	0.9235095613
865	0.2550480956	0.9235095613
866	0.2547286697	0.9235095613
867	0.2545291526	0.9235095613
868	0.254209054	0.9235095613
869	0.2538785503	0.9235095613
870	0.2537080827	0.9246344207
871	0.2536308385	0.9246344207
872	0.2535801045	0.9246344207
873	0.2532675505	0.9246344207
874	0.2529802874	0.9246344207
875	0.2526559531	0.9246344207
876	0.2525766309	0.9246344207
877	0.2522893618	0.9246344207
878	0.2520804733	0.9246344207
879	0.2520243413	0.9246344207
880	0.2519971443	0.9246344207
881	0.2516507749	0.9246344207
882	0.2513685568	0.9246344207
